name,eco,fen,moves
"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line",A64,r1bqr1k1/1p1n1pbp/p2p1np1/2pP4/P7/2N3P1/1P1NPPBP/R1BQ1RK1 w -,  d4 Nf6   c4 e6   g3 c5   d5 exd5   cxd5 d6   Nc3 g6   Bg2 Bg7   Nf3 O-O   O-O a6   a4 Nbd7   Nd2 Re8
Benoni Defense: Four Pawns Attack,A68,rnbq1rk1/pp3pbp/3p1np1/2pP4/4PP2/2N2N2/PP4PP/R1BQKB1R w KQ,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 d6   e4 g6   f4 Bg7   Nf3 O-O
"Benoni Defense: Four Pawns Attack, Main Line",A69,rnbqr1k1/pp3pbp/3p1np1/2pP4/4PP2/2N2N2/PP2B1PP/R1BQK2R w KQ,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6   f4 O-O   Nf3 c5   d5 e6   Be2 exd5   cxd5 Re8
Benoni Defense: Franco-Sicilian Hybrid,A43,rnbqk2r/pp2npbp/3p2p1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq,  d4 e6   c4 c5   d5 exd5   cxd5 d6   Nc3 g6   e4 Bg7   Nf3 Ne7
Benoni Defense: Hawk Variation,A43,rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c5   d5 c4
Benoni Defense: Hromadka System,A57,rnbqkb1r/pp2pppp/3p1n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 c5   d5 d6
Benoni Defense: King's Indian System,A56,rnbqkb1r/pp3p1p/3p1np1/2pPp3/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq,  d4 Nf6   c4 c5   d5 e5   Nc3 d6   e4 g6
Benoni Defense: King's Pawn Line,A65,rnbqkb1r/pp3ppp/3p1n2/2pP4/4P3/2N5/PP3PPP/R1BQKBNR b KQkq,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 d6   e4
Benoni Defense: Knight's Tour Variation,A61,rnbqkb1r/pp3p1p/3p1np1/2pP4/8/2N5/PP1NPPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 c5   d5 exd5   cxd5 d6   Nc3 g6   Nd2
Benoni Defense: Mikenas Variation,A66,rnbqk2r/pp3pbp/3p1np1/2pPP3/5P2/2N5/PP4PP/R1BQKBNR b KQkq,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 d6   e4 g6   f4 Bg7   e5
Benoni Defense: Modern Variation,A60,rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 c5   d5 e6
"Benoni Defense: Modern Variation, Snake Variation",A60,rnbqk2r/pp1p1ppp/3b1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 Bd6
Benoni Defense: Old Benoni,A43,rnbqkbnr/pp2pppp/3p4/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 c5   d5 d6
"Benoni Defense: Old Benoni, Schmid Variation",A43,rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 c5   d5 d6   Nc3 g6
Benoni Defense: Pawn Storm Variation,A66,rnbqkb1r/pp3p1p/3p1np1/2pP4/4PP2/2N5/PP4PP/R1BQKBNR b KQkq,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 d6   e4 g6   f4
Benoni Defense: Snail Variation,A43,r1bqkbnr/pp1ppppp/n7/2pP4/8/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 c5   d5 Na6
Benoni Defense: Taimanov Variation,A67,rnbqk2r/pp3pbp/3p1np1/1BpP4/4PP2/2N5/PP4PP/R1BQK1NR b KQkq,  d4 Nf6   c4 c5   d5 e6   Nc3 exd5   cxd5 d6   e4 g6   f4 Bg7   Bb5+
Benoni Defense: Uhlmann Variation,A61,rnbqkb1r/pp3p1p/3p1np1/2pP2B1/8/2N2N2/PP2PPPP/R2QKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 c5   d5 exd5   cxd5 d6   Nc3 g6   Bg5
Benoni Defense: Weenink Variation,A56,rnbqkb1r/pp1p1ppp/4pn2/2P5/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 c5   dxc5 e6
Benoni Defense: Woozle,A43,rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 c5   d5 Nf6   Nc3 Qa5
Benoni Defense: Zilbermints-Benoni Gambit,A43,rnbqkbnr/pp1ppppp/8/2p5/1P1P4/8/P1P1PPPP/RNBQKBNR b KQkq,  d4 c5   b4
"Benoni Defense: Zilbermints-Benoni Gambit, 2. Nf3 cxd4 3. b4",A56,rnbqkbnr/pp1ppppp/8/8/1P1p4/5N2/P1P1PPPP/RNBQKB1R b KQkq,  d4 c5   Nf3 cxd4   b4
"Benoni Defense: Zilbermints-Benoni Gambit, Tamarkin Countergambit",A56,rnbqkbnr/pp1p1ppp/8/4p3/1P1p4/5N2/P1P1PPPP/RNBQKB1R w KQkq,  d4 c5   Nf3 cxd4   b4 e5
Bird Opening,A02,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq,  f4
"Bird Opening, 1... Nf6",A03,rnbqkb1r/pppppppp/5n2/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 Nf6
Bird Opening: Batavo-Polish Attack,A02,rnbqkb1r/pppppp1p/5np1/8/1P3P2/5N2/P1PPP1PP/RNBQKB1R b KQkq,  f4 Nf6   Nf3 g6   b4
Bird Opening: Dutch Variation,A03,rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 d5
"Bird Opening: Dutch Variation, Batavo Gambit",A02,rnbqkbnr/pp2pppp/8/2p5/4pP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 c5   f4 d5   Nf3 dxe4
"Bird Opening: Dutch Variation, Dudweiler Gambit",A02,rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq,  f4 d5   g4
Bird Opening: From's Gambit,A02,rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 e5
"Bird Opening: From's Gambit, Bahr Gambit",A02,rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq,  f4 e5   Nc3
"Bird Opening: From's Gambit, Langheld Gambit",A02,rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 e5   fxe5 d6   exd6 Nf6
"Bird Opening: From's Gambit, Lasker Variation",A02,rnbqk1nr/ppp2p1p/3b4/6p1/8/5N2/PPPPP1PP/RNBQKB1R w KQkq,  f4 e5   fxe5 d6   exd6 Bxd6   Nf3 g5
"Bird Opening: From's Gambit, Lipke Variation",A02,rnbqk2r/ppp2ppp/3b3n/8/3P4/5N2/PPP1P1PP/RNBQKB1R b KQkq,  f4 e5   fxe5 d6   exd6 Bxd6   Nf3 Nh6   d4
Bird Opening: Hobbs Gambit,A02,rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 g5
Bird Opening: Hobbs-Zilbermints Gambit,A02,rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq,  f4 h6   Nf3 g5
Bird Opening: Horsefly Defense,A03,rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 Nh6
Bird Opening: Lasker Gambit,A02,rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 e5   fxe5 f6
Bird Opening: Lasker Variation,A03,rnbqkb1r/pp2pppp/5n2/2pp4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq,  f4 d5   Nf3 Nf6   e3 c5
Bird Opening: Mujannah,A03,rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq,  f4 Nf6   c4
Bird Opening: Myers Defense,A02,rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 b5
Bird Opening: Platz Gambit,A02,rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 e5   fxe5 Ne7
Bird Opening: Schlechter Gambit,A02,r1bqkbnr/pppp1ppp/2n5/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq,  f4 e5   fxe5 Nc6
Bird Opening: Siegener Gambit,A02,rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq,  f4 e5   d4 exd4   Nf3 c5   c3
Bird Opening: Sturm Gambit,A02,rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq,  f4 d5   c4
Bird Opening: Swiss Gambit,A02,rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq,  f4 f5   e4 fxe4   Nc3 Nf6   g4
Bird Opening: Thomas Gambit,A02,rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq,  f4 d5   b3 Nf6   Bb2 d4   Nf3 c5   e3
Bird Opening: Wagner-Zwitersch Gambit,A02,rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  f4 f5   e4
Bird Opening: Williams Gambit,A03,rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  f4 d5   e4
"Bird Opening: Williams Gambit, 3. Nc3 Nf6 4. Qe2",A02,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq,  f4 d5   e4 dxe4   Nc3 Nf6   Qe2
Bird Opening: Williams-Zilbermints Gambit,A02,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPN1PP/R1BQKB1R b KQkq,  f4 d5   e4 dxe4   Nc3 Nf6   Nge2
Bishop's Opening,C23,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq,  e4 e5   Bc4
Bishop's Opening: Anderssen Gambit,C23,rnbqkbnr/p2p1ppp/2p5/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 b5   Bxb5 c6
Bishop's Opening: Berlin Defense,C24,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 Nf6
"Bishop's Opening: Berlin Defense, Greco Gambit",C23,rnbqkb1r/pppp1ppp/5n2/4p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   Bc4 Nf6   f4
Bishop's Opening: Boden-Kieseritzky Gambit,C27,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N2N2/PPPP1PPP/R1BQK2R b KQkq,  e4 e5   Nf3 Nf6   Bc4 Nxe4   Nc3
Bishop's Opening: Boi Variation,C20,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 Bc5
Bishop's Opening: Calabrese Countergambit,C23,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 f5
"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",C23,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 f5   d3
Bishop's Opening: Four Pawns Gambit,C23,rnbqk1nr/pppp1ppp/8/8/2BPP2b/5N2/P1P4p/RNBQ1R1K b kq,  e4 e5   Bc4 Bc5   b4 Bxb4   f4 exf4   Nf3 Be7   d4 Bh4+   g3 fxg3   O-O gxh2+   Kh1
Bishop's Opening: Horwitz Gambit,C23,rnbqkb1r/p1pp1ppp/5n2/1p2p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq,  e4 e5   Bc4 Nf6   Nc3 b5
Bishop's Opening: Khan Gambit,C23,rnbqkbnr/ppp2ppp/8/3pp3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 d5
Bishop's Opening: Kitchener Folly,C24,rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQ,  e4 e5   Bc4 Nf6   d3 Be7   Nf3 O-O
Bishop's Opening: Krejcik Gambit,C24,r1bqk2r/pppp1ppp/2n2n2/2b1p3/1PB1P3/5P2/P1PPN1PP/RNBQK2R b KQkq,  e4 e5   Bc4 Nf6   f3 Bc5   Ne2 Nc6   b4
Bishop's Opening: Lewis Countergambit,C23,rnbqk1nr/ppp2ppp/8/2bpp3/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 Bc5   c3 d5
"Bishop's Opening: Lewis Countergambit, 3. c3 d5 4. Bxd5 Nf6",C23,rnbqk2r/ppp2ppp/5n2/2bBp3/4P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 Bc5   c3 d5   Bxd5 Nf6
"Bishop's Opening: Lewis Countergambit, Walker Variation",C23,rnbqk2r/ppp2ppp/5n2/2bBp3/3PP3/2P5/PP3PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   c3 d5   Bxd5 Nf6   d4
Bishop's Opening: Lewis Gambit,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   d4
Bishop's Opening: Lisitsyn Variation,C23,r2qkbnr/pp3ppp/8/3pn3/8/8/PPP1NPPP/RNBQK2R b KQkq,  e4 e5   Bc4 c6   d4 d5   exd5 cxd5   Bb5+ Bd7   Bxd7+ Nxd7   dxe5 Nxe5   Ne2
Bishop's Opening: Lopez Gambit,C23,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2P5/PP1PQ1PP/RNB1K1NR b KQkq,  e4 e5   Bc4 Bc5   Qe2 Nc6   c3 Nf6   f4
Bishop's Opening: Lopez Variation,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPPQPPP/RNB1K1NR b KQkq,  e4 e5   Bc4 Bc5   Qe2
"Bishop's Opening: Lopez Variation, Lopez Gambit",C23,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1PP2/8/PPPPQ1PP/RNB1K1NR b KQkq,  e4 e5   Bc4 Bc5   Qe2 Nf6   f4
Bishop's Opening: McDonnell Gambit,C23,rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   b4
"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",C23,rnbqk1nr/pppp1ppp/8/4p3/1bB1P3/2P5/P2P1PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   b4 Bxb4   c3
"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",C23,rnbqk1nr/pppp1ppp/8/4p3/1bB1PP2/8/P1PP2PP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   b4 Bxb4   f4
Bishop's Opening: Pachman Gambit,C23,rnbqkb1r/pppp1ppp/8/4p3/2B1n3/2N5/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Bc4 Nf6   Ne2 Nxe4   Nec3
Bishop's Opening: Philidor Counterattack,C23,rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 c6
Bishop's Opening: Philidor Variation,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   c3
Bishop's Opening: Ponziani Gambit,C24,rnbqkb1r/pppp1ppp/5n2/4p3/2BPP3/8/PPP2PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Nf6   d4
Bishop's Opening: Pratt Variation,C23,rnbq1rk1/ppp2ppp/5P2/2b4Q/2pp4/2P5/PP3PPP/RNB1K1NR w KQ,  e4 e5   Bc4 Bc5   c3 Nf6   d4 exd4   e5 d5   exf6 dxc4   Qh5 O-O
Bishop's Opening: Stein Gambit,C23,rnbqk1nr/pppp1ppp/8/2b1p3/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   Bc4 Bc5   f4
Bishop's Opening: Thorold Gambit,C23,rnbqkbnr/p1pp2pp/8/1B2pp2/4P3/8/PPPP1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 b5   Bxb5 f5
Bishop's Opening: Urusov Gambit,C24,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Bc4 Nf6   d4 exd4   Nf3
"Bishop's Opening: Urusov Gambit, Keidansky Gambit",C24,rnbqkb1r/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R b KQkq,  e4 e5   Bc4 Nf6   d4 exd4   Nf3 Nxe4   Qxd4
"Bishop's Opening: Urusov Gambit, Panov Variation",C24,rnb1k2r/ppp1qppp/5n2/3P4/1bBp4/2P2N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Bc4 Nf6   d4 exd4   Nf3 d5   exd5 Bb4+   c3 Qe7+
Bishop's Opening: Vienna Hybrid,C28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq,  e4 e5   Bc4 Nf6   d3 Nc6   Nc3
"Bishop's Opening: Vienna Hybrid, Hromadka Variation",C28,r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq,  e4 e5   Nc3 Nc6   Bc4 Nf6   d3 Bb4   Ne2
"Bishop's Opening: Vienna Hybrid, Spielmann Attack",C26,rnbqk2r/pppp1ppp/5n2/2b1p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq,  e4 e5   Nc3 Nf6   Bc4 Bc5   d3
Bishop's Opening: Warsaw Gambit,C24,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/2P5/PP3PPP/RNBQK1NR b KQkq,  e4 e5   Bc4 Nf6   d4 exd4   c3
Bishop's Opening: del Rio Variation,C23,rnb1k1nr/pppp1ppp/8/2b1p1q1/2B1P3/2P5/PP1P1PPP/RNBQK1NR w KQkq,  e4 e5   Bc4 Bc5   c3 Qg5
Blackburne Shilling Gambit,C50,r1b1kbnr/pppp1Npp/8/8/4q3/5n2/PPPPBP1P/RNBQKR2 w Qkq,  e4 e5   Nf3 Nc6   Bc4 Nd4   Nxe5 Qg5   Nxf7 Qxg2   Rf1 Qxe4+   Be2 Nf3#
Blackmar-Diemer Gambit,D00,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,  d4 d5   e4
"Blackmar-Diemer Gambit, 2. Nc3 d5 3. e4",D00,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq,  d4 Nf6   Nc3 d5   e4
"Blackmar-Diemer Gambit Declined, Brombacher Countergambit",D00,rnbqkb1r/pp2pppp/5n2/2p5/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 d5   e4 dxe4   f3 c5
"Blackmar-Diemer Gambit Declined, Elbert Countergambit",D00,rnbqkb1r/ppp2ppp/5n2/4p3/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 e5
"Blackmar-Diemer Gambit Declined, Grosshans Defense",D00,rn1qkbnr/pppbpppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq,  d4 d5   e4 dxe4   Nc3 Bd7
"Blackmar-Diemer Gambit Declined, Lamb Defense",D00,r1bqkb1r/ppp1pppp/2n2n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 Nc6
"Blackmar-Diemer Gambit Declined, Langeheinecke Defense",D00,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N1pP2/PPP3PP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 d5   e4 dxe4   f3 e3
"Blackmar-Diemer Gambit Declined, O'Kelly Defense",D00,rnbqkb1r/pp2pppp/2p2n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,  d4 Nf6   f3 d5   e4 dxe4   Nc3 c6
"Blackmar-Diemer Gambit Declined, Weinsbach Declination",D00,rnbqkb1r/ppp2ppp/4pn2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 d5   f3 e6   e4 dxe4
"Blackmar-Diemer Gambit: Bogoljubov Defense, Mad Dog Attack",D00,rnbqk2r/ppp1ppbp/5np1/8/2BP3P/2N2N2/PPP3P1/R1BQK2R b KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 g6   Bc4 Bg7   h4
Blackmar-Diemer Gambit: Bogoljubov Variation,D00,rnbqkb1r/ppp1pp1p/5np1/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 Nf6   Nc3 d5   e4 dxe4   f3 exf3   Nxf3 g6
"Blackmar-Diemer Gambit: Bogoljubov Variation, Kloss Attack",D00,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1BQ1R1K b -,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 g6   Bc4 Bg7   O-O O-O   Kh1
"Blackmar-Diemer Gambit: Bogoljubov Variation, Nimzowitsch Attack",D00,rnbqk2r/ppp1ppbp/5np1/4N3/2BP4/2N5/PPP3PP/R1BQK2R b KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 g6   Bc4 Bg7   Ne5
"Blackmar-Diemer Gambit: Bogoljubov Variation, Studier Attack",D00,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1B1QRK1 b -,  d4 Nf6   Nc3 d5   e4 dxe4   f3 exf3   Nxf3 g6   Bc4 Bg7   O-O O-O   Qe1
Blackmar-Diemer Gambit: Diemer-Rosenberg Attack,D00,rnbqkbnr/ppp1pppp/8/8/3Pp3/4B3/PPP2PPP/RN1QKBNR b KQkq,  d4 d5   e4 dxe4   Be3
Blackmar-Diemer Gambit: Euwe Defense,D00,rnbqkb1r/ppp2ppp/4pn2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 Nf6   Nc3 d5   e4 dxe4   f3 exf3   Nxf3 e6
"Blackmar-Diemer Gambit: Euwe Defense, Zilbermints Gambit",D00,r1bqk2r/ppp1bppp/4pn2/6B1/3n4/2NB1N2/PPP3PP/R2Q1R1K b kq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 e6   Bg5 Be7   Bd3 Nc6   O-O Nxd4   Kh1
Blackmar-Diemer Gambit: Fritz Attack,D00,rnbqkbnr/ppp1pppp/8/8/2BPp3/8/PPP2PPP/RNBQK1NR b KQkq,  d4 d5   e4 dxe4   Bc4
Blackmar-Diemer Gambit: Gedult Gambit,D00,rnbqkbnr/ppp1pppp/8/8/3Pp3/5P2/PPP3PP/RNBQKBNR b KQkq,  d4 d5   e4 dxe4   f3
Blackmar-Diemer Gambit: Kaulich Defense,D00,rnbqkb1r/pp2pppp/5n2/2p5/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 c5
"Blackmar-Diemer Gambit: Lemberger Countergambit, Diemer Attack",D00,rnbqkbnr/ppp2ppp/8/4p3/3Pp3/2N1B3/PPP2PPP/R2QKBNR b KQkq,  d4 d5   e4 dxe4   Nc3 e5   Be3
"Blackmar-Diemer Gambit: Lemberger Countergambit, Endgame Variation",D00,rnbqkbnr/ppp2ppp/8/4P3/4p3/2N5/PPP2PPP/R1BQKBNR b KQkq,  d4 d5   e4 dxe4   Nc3 e5   dxe5
"Blackmar-Diemer Gambit: Lemberger Countergambit, Rassmussen Attack",D00,rnbqkbnr/ppp2ppp/8/4p3/3Pp3/2N5/PPP1NPPP/R1BQKB1R b KQkq,  d4 d5   e4 dxe4   Nc3 e5   Nge2
"Blackmar-Diemer Gambit: Lemberger Countergambit, Simple Variation",D00,rnbqkbnr/ppp2ppp/8/4p3/3PN3/8/PPP2PPP/R1BQKBNR b KQkq,  d4 d5   e4 dxe4   Nc3 e5   Nxe4
"Blackmar-Diemer Gambit: Lemberger Countergambit, Sneider Attack",D00,rnbqkbnr/ppp2ppp/8/4p2Q/3Pp3/2N5/PPP2PPP/R1B1KBNR b KQkq,  e4 d5   d4 dxe4   Nc3 e5   Qh5
Blackmar-Diemer Gambit: Netherlands Variation,D00,rnbqkbnr/ppp1p1pp/8/5p2/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq,  d4 f5   Nc3 d5   e4 dxe4
Blackmar-Diemer Gambit: Pietrowsky Defense,D00,r1bqkb1r/ppp1pppp/2n2n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 Nc6
Blackmar-Diemer Gambit: Rasa-Studier Gambit,D00,rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N1B3/PPP2PPP/R2QKBNR b KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   Be3
Blackmar-Diemer Gambit: Ritter Defense,D00,rnbqkb1r/p1p1pppp/1p3n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 b6
Blackmar-Diemer Gambit: Rook Pawn Defense,D00,rnbqkb1r/ppp1ppp1/5n2/7p/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 h5
Blackmar-Diemer Gambit: Ryder Gambit,D00,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2Q2/PPP3PP/R1B1KBNR b KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Qxf3
Blackmar-Diemer Gambit: Schlutter Defense,D00,r1bqkb1r/pppnpppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  d4 d5   e4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 Nbd7
Blackmar-Diemer Gambit: Tartakower Variation,D00,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq,  e4 d5   d4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 Bf5
Blackmar-Diemer Gambit: Teichmann Variation,D00,rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N2/PPP3PP/R1BQKB1R w KQkq,  e4 d5   d4 dxe4   Nc3 Nf6   f3 exf3   Nxf3 Bg4
