name,eco,fen,moves
Kadas Opening: Kadas Gambit,A00,rnbqkbnr/pp1ppppp/8/2p5/1P5P/8/P1PPPPP1/RNBQKBNR b KQkq,  h4 c5   b4
Kadas Opening: Myers Variation,A00,rnbqkbnr/pp2pppp/8/2pp4/3PP2P/8/PPP2PP1/RNBQKBNR b KQkq,  h4 d5   d4 c5   e4
Kadas Opening: Schneider Gambit,A00,rnbqkbnr/pppppp1p/8/6p1/7P/8/PPPPPPP1/RNBQKBNR w KQkq,  h4 g5
Kadas Opening: Steinbok Gambit,A00,rnbqkbnr/ppppp1pp/8/8/4p2P/3P4/PPP2PP1/RNBQKBNR b KQkq,  h4 f5   e4 fxe4   d3
Kangaroo Defense,E00,rnbqk1nr/pppp1ppp/4p3/8/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 e6   c4 Bb4+
"Kangaroo Defense: Keres Defense, Transpositional Variation",E00,rnbqk1nr/pppp1ppp/4p3/8/1bPP4/2N5/PP2PPPP/R1BQKBNR b KQkq,  d4 e6   c4 Bb4+   Nc3
King's Gambit,C30,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 e5   f4
King's Gambit Accepted,C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 exf4
"King's Gambit Accepted, Basman Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPQ1PP/RNB1KBNR b KQkq,  e4 e5   f4 exf4   Qe2
"King's Gambit Accepted, Becker Defense",C34,rnbqkbnr/pppp1pp1/7p/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 h6
"King's Gambit Accepted, Bishop's Gambit",C33,rnbqkbnr/pppp1ppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 exf4   Bc4
"King's Gambit Accepted, Bishop's Gambit, Anderssen Defense",C33,rnbqkbnr/pppp1p1p/8/6p1/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 g5
"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Variation",C33,rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/2N5/PPPP2PP/R1BQK1NR b KQkq,  e4 e5   f4 exf4   Bc4 Nf6   Nc3
"King's Gambit Accepted, Bishop's Gambit, Cozio Defense",C33,rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 Nf6
"King's Gambit Accepted, Bishop's Gambit, Gianutio Gambit",C33,rnbqkbnr/pppp2pp/8/5p2/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 f5
"King's Gambit Accepted, Bishop's Gambit, Kieseritzky Gambit",C33,rnbqkbnr/p1pp1ppp/8/1p6/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 b5
"King's Gambit Accepted, Bishop's Gambit, Lopez Defense",C33,rnbqkbnr/pp1p1ppp/2p5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 c6
"King's Gambit Accepted, Bishop's Gambit, Maurian Defense",C33,r1bqkbnr/pppp1ppp/2n5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 Nc6
"King's Gambit Accepted, Bonsch-Osmolovsky Variation",C34,rnbqkb1r/ppppnppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 Ne7
"King's Gambit Accepted, Breyer Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/5Q2/PPPP2PP/RNB1KBNR b KQkq,  e4 e5   f4 exf4   Qf3
"King's Gambit Accepted, Carrera Gambit",C33,rnbqkbnr/pppp1ppp/8/7Q/4Pp2/8/PPPP2PP/RNB1KBNR b KQkq,  e4 e5   f4 exf4   Qh5
"King's Gambit Accepted, Cunningham Defense",C35,rnbqk1nr/ppppbppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 Be7
"King's Gambit Accepted, Dodo Variation",C30,rnbqkbnr/pppp1ppp/8/8/4PpQ1/8/PPPP2PP/RNB1KBNR b KQkq,  e4 e5   f4 exf4   Qg4
"King's Gambit Accepted, Eisenberg Variation",C30,rnbqkbnr/pppp1ppp/8/8/4Pp2/7N/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nh3
"King's Gambit Accepted, Fischer Defense",C34,rnbqkbnr/ppp2ppp/3p4/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 d6
"King's Gambit Accepted, Fischer Defense, Schulder Gambit",C34,rnbqkbnr/ppp2ppp/3p4/8/1P2Pp2/5N2/P1PP2PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 d6   b4
"King's Gambit Accepted, Gaga Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/6P1/PPPP3P/RNBQKBNR b KQkq,  e4 e5   f4 exf4   g3
"King's Gambit Accepted, Gianutio Countergambit",C34,rnbqkbnr/pppp2pp/8/5p2/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 f5
"King's Gambit Accepted, King's Knight Gambit",C34,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3
"King's Gambit Accepted, MacLeod Defense",C34,r1bqkbnr/pppp1ppp/2n5/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 Nc6
"King's Gambit Accepted, Modern Defense",C36,rnbqkbnr/ppp2ppp/8/3p4/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 d5
"King's Gambit Accepted, Orsini Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/1P6/P1PP2PP/RNBQKBNR b KQkq,  e4 e5   f4 exf4   b3
"King's Gambit Accepted, Paris Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPN1PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Ne2
"King's Gambit Accepted, Polerio Gambit",C33,rnbqkbnr/pppp1ppp/8/8/3PPp2/8/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 exf4   d4
"King's Gambit Accepted, Quade Gambit",C37,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/2N2N2/PPPP2PP/R1BQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   Nc3
"King's Gambit Accepted, Rosentreter Gambit",C37,rnbqkbnr/pppp1p1p/8/6p1/3PPp2/5N2/PPP3PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 g5   d4
"King's Gambit Accepted, Schallopp Defense",C34,rnbqkb1r/pppp1ppp/5n2/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 Nf6
"King's Gambit Accepted, Schurig Gambit",C33,rnbqkbnr/pppp1ppp/8/1B6/4Pp2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 exf4   Bb5
"King's Gambit Accepted, Stamma Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp1P/8/PPPP2P1/RNBQKBNR b KQkq,  e4 e5   f4 exf4   h4
"King's Gambit Accepted, Tartakower Gambit",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPB1PP/RNBQK1NR b KQkq,  e4 e5   f4 exf4   Be2
"King's Gambit Accepted, Tumbleweed",C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP1KPP/RNBQ1BNR b kq,  e4 e5   f4 exf4   Kf2
"King's Gambit Accepted: Bishop's Gambit, Bledow Variation",C33,rnbqkbnr/ppp2ppp/8/3p4/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 d5
"King's Gambit Accepted: Bishop's Gambit, Steinitz Defense",C33,rnbqkb1r/ppppnppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq,  e4 e5   f4 exf4   Bc4 Ne7
King's Gambit Accepted: King Knight's Gambit,C37,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 exf4   Nf3 g5
King's Gambit Accepted: Modern Defense,C36,rnbqkbnr/ppp2ppp/8/3P4/5p2/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 exf4   Nf3 d5   exd5
King's Gambit Accepted: Schurig Gambit,C33,rnbqkbnr/pppp1ppp/8/8/4Pp2/3B4/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 exf4   Bd3
"King's Gambit Declined, Classical Variation",C30,rnbqk1nr/pppp1ppp/8/2b1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Bc5
"King's Gambit Declined, Classical Variation, Rotlewi Countergambit",C30,rnbqk1nr/ppp2ppp/3p4/2b1p3/1P2PP2/5N2/P1PP2PP/RNBQKB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   b4
"King's Gambit Declined, Classical Variation, Rubinstein Countergambit",C30,rnbqk1nr/ppp3pp/3p4/2b1pp2/4PP2/2P2N2/PP1P2PP/RNBQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 d6   c3 f5
"King's Gambit Declined, Hobbs-Zilbermints Gambit",C30,r1bqkbnr/pppp1p2/2n4p/4p1P1/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 g5   fxg5 h6
"King's Gambit Declined, Keene Defense",C30,rnb1kbnr/ppppqppp/8/4p3/4PP2/6P1/PPPP3P/RNBQKBNR w KQkq,  e4 e5   f4 Qh4+   g3 Qe7
"King's Gambit Declined, Mafia Defense",C30,rnbqkbnr/pp1p1ppp/8/2p1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 c5   f4 e5
"King's Gambit Declined, Miles Defense",C30,r1bqkbnr/pppp2pp/2n5/4pp2/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 f5
"King's Gambit Declined, Norwalde Variation",C30,rnb1kbnr/pppp1ppp/5q2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Qf6
"King's Gambit Declined, Norwalde Variation, Schubert Variation",C30,rnb1kbnr/pppp1ppp/8/4p3/3PPq2/2N5/PPP3PP/R1BQKBNR b KQkq,  e4 e5   f4 Qf6   Nc3 Qxf4   d4
"King's Gambit Declined, Petrov's Defense",C30,rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Nf6
"King's Gambit Declined, Queen's Knight Defense",C30,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Nc6
"King's Gambit Declined, Senechaud Countergambit",C30,rnbqk1nr/pppp1p1p/8/2b1p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 g5
"King's Gambit Declined, Soller-Zilbermints Gambit",C30,r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f6   fxe5 Nc6
"King's Gambit Declined, Zilbermints Double Gambit",C30,r1bqkbnr/pppp1p1p/2n5/4p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq,  e4 e5   f4 Nc6   Nf3 g5
"King's Gambit Declined: Classical, Hanham Variation",C30,r1bqk1nr/pppn1ppp/3p4/2b1p3/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq,  e4 e5   f4 Bc5   Nf3 d6   Nc3 Nd7
"King's Gambit Declined: Classical, Soldatenkov Variation",C30,rnbqk1nr/ppp2ppp/3p4/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 Bc5   Nf3 d6   fxe5
King's Gambit Declined: Falkbeer Countergambit,C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5
"King's Gambit Declined: Falkbeer, Milner-Barry Variation",C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e5   f4 d5   Nc3
King's Gambit Declined: Keene's Defense,C30,rnb1kbnr/pppp1ppp/8/4p3/4PP1q/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 Qh4+
"King's Gambit, Falkbeer Countergambit Accepted",C31,rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   exd5
"King's Gambit, Falkbeer Countergambit, Anderssen Attack",C31,rnbqkbnr/ppp2ppp/8/1B1P4/4pP2/8/PPPP2PP/RNBQK1NR b KQkq,  e4 e5   f4 d5   exd5 e4   Bb5+
"King's Gambit, Falkbeer Countergambit, Blackburne Attack",C31,rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq,  e4 e5   f4 d5   Nf3
"King's Gambit, Falkbeer Countergambit, Charousek Gambit",C31,rnbqkbnr/ppp2ppp/8/3P4/4pP2/3P4/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   exd5 e4   d3
"King's Gambit, Falkbeer Countergambit, Hinrichsen Gambit",C31,rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR b KQkq,  e4 e5   f4 d5   d4
"King's Gambit, Falkbeer Countergambit, Miles Gambit",C31,rnbqk1nr/ppp2ppp/8/2bPp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 Bc5
"King's Gambit, Falkbeer Countergambit, Modern Transfer",C32,rnbqkbnr/ppp2ppp/8/3P4/5p2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 exf4
"King's Gambit, Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",C31,rnbqkbnr/pp3ppp/2p5/3Pp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 c6
"King's Gambit, Falkbeer Countergambit, Staunton Line",C31,rnbqkbnr/ppp2ppp/8/3P4/4pP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 d5   exd5 e4
King's Gambit: Panteldakis Countergambit,C30,rnbqkbnr/pppp2pp/8/4pp2/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5
"King's Gambit: Panteldakis Countergambit, Greco Variation",C30,rnb1kbnr/pppp2pp/8/4pP2/5P1q/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5   exf5 Qh4+
"King's Gambit: Panteldakis Countergambit, Schiller's Defense",C30,rnbqk1nr/pppp2pp/8/2b1pP2/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 f5   exf5 Bc5
King's Gambit: Zilbermints Double Countergambit,C30,rnbqkbnr/pppp1p1p/8/4p1p1/4PP2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 e5   f4 g5
King's Indian Attack,A07,rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq,  Nf3 d5   g3
King's Indian Attack: Double Fianchetto,A07,rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 g6
King's Indian Attack: French Variation,A08,r1bqkbnr/pp2pppp/2n5/2pp4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq,  Nf3 d5   g3 c5   Bg2 Nc6
King's Indian Attack: Keres Variation,A07,rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 Bg4
King's Indian Attack: Omega-Delta Gambit,A07,rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 e5
King's Indian Attack: Sicilian Variation,A07,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 d5   g3 c5
King's Indian Attack: Smyslov Variation,A05,rnbqkb1r/pppppp1p/5np1/8/1P6/5NP1/P1PPPP1P/RNBQKB1R b KQkq,  Nf3 Nf6   g3 g6   b4
King's Indian Attack: Spassky Variation,A05,rnbqkb1r/p1pppppp/5n2/1p6/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 Nf6   g3 b5
King's Indian Attack: Symmetrical Defense,A05,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  Nf3 Nf6   g3 g6
King's Indian Defense,E61,rnbqk2r/ppppppbp/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 g6   Nc3 Bg7
"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",E60,rnbqkb1r/pppppp1p/5np1/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq,  d4 Nf6   c4 g6   g3
King's Indian Defense: Normal Variation,E70,rnbqk2r/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 Bg7   e4
"King's Indian Defense: Normal Variation, King's Knight Variation",E60,rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 Nf6   Nf3 g6   c4
King's Indian Defense: Santasiere Variation,E60,rnbqk2r/ppppppbp/5np1/8/1PPP4/5N2/P3PPPP/RNBQKB1R b KQkq,  d4 Nf6   c4 g6   Nf3 Bg7   b4
King's Indian Defense: Six Pawns Attack,E77,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq,  d4 Nf6   c4 g6   Nc3 Bg7   e4 d6
King's Knight Opening,C40,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3
King's Knight Opening: Konstantinopolsky,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   g3
King's Knight Opening: Normal Variation,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6
King's Pawn,B00,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq,  e4
King's Pawn Game,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 e5
King's Pawn Game: Alapin Opening,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPPNPPP/RNBQKB1R b KQkq,  e4 e5   Ne2
King's Pawn Game: Bavarian Gambit,C20,rnbqkbnr/ppp2ppp/8/3pp3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq,  e4 e5   c4 d5
King's Pawn Game: Beyer Gambit,C21,rnbqkbnr/ppp2ppp/8/3pp3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 e5   d4 d5
King's Pawn Game: Busch-Gass Gambit,C40,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Bc5
"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit",C40,r1bqk1nr/pppp1ppp/2n5/2b1N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Bc5   Nxe5 Nc6
"King's Pawn Game: Clam Variation, King's Gambit Reversed",C20,rnbqkbnr/pppp2pp/8/4pp2/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq,  e4 e5   d3 f5
"King's Pawn Game: Clam Variation, Radisch Gambit",C20,rnbqk2r/pppp1ppp/5n2/2b1p3/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq,  e4 Nf6   d3 e5   f4 Bc5
King's Pawn Game: Damiano Defense,C40,rnbqkbnr/pppp2pp/5p2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 f6
King's Pawn Game: Dresden Opening,C44,r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   c4
"King's Pawn Game: Gunderam Defense, Gunderam Gambit",C40,rnb1kbnr/ppppq1pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Qe7   Bc4 f5
King's Pawn Game: Gunderam Gambit,C40,rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 c6
King's Pawn Game: King's Head Opening,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq,  e4 e5   f3
King's Pawn Game: La Bourdonnais Gambit,C40,rnb1kbnr/pppp1ppp/6q1/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Qf6   Bc4 Qg6   O-O
King's Pawn Game: Leonardis Variation,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq,  e4 e5   d3
King's Pawn Game: Macleod Attack,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq,  e4 e5   c3
"King's Pawn Game: Macleod Attack, Lasa Gambit",C20,rnbqkbnr/pppp2pp/8/4pp2/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq,  e4 e5   c3 f5
"King's Pawn Game: Macleod Attack, Norwalde Gambit",C20,rnbqk1nr/ppp2ppp/3b4/3pp2Q/4P3/2P5/PP1P1PPP/RNB1KBNR w KQkq,  e4 e5   c3 d5   Qh5 Bd6
King's Pawn Game: Maroczy Defense,B07,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  d4 d6   e4 e5
King's Pawn Game: McConnell Defense,C40,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Qf6
King's Pawn Game: Mengarini's Opening,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq,  e4 e5   a3
King's Pawn Game: Napoleon Attack,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq,  e4 e5   Qf3
King's Pawn Game: Nimzowitsch Defense,B00,r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,  e4 Nc6   d4
King's Pawn Game: Nimzowitsch Defense: Wheeler Gambit,B00,r1bqkbnr/pppppppp/2n5/8/3PP3/2P5/P4PPP/RNBQKBNR b KQkq,  e4 Nc6   b4 Nxb4   c3 Nc6   d4
King's Pawn Game: Pachman Wing Gambit,C44,r1bqkbnr/pppp1ppp/2n5/4p3/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   b4
King's Pawn Game: Philidor Gambit,B07,rn1qkbnr/pppb1ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 e5   d4 d6   dxe5 Bd7
King's Pawn Game: Schulze-Mueller Gambit,C40,r1bqkbnr/pppp1ppp/8/4n3/3PP3/8/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   Nxe5 Nxe5   d4
King's Pawn Game: Tayler Opening,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Be2
King's Pawn Game: Tortoise Opening,C20,rnbqkbnr/pppp1ppp/8/4p3/4P3/3B4/PPPP1PPP/RNBQK1NR b KQkq,  e4 e5   Bd3
King's Pawn Game: Wayward Queen Attack,C20,rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq,  e4 e5   Qh5
"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,rnbqkb1r/pppp1ppp/5n2/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq,  e4 e5   Qh5 Nf6
King's Pawn Opening: Speers,B20,rnbqkb1r/pppp1ppp/5n2/4pQ2/4P3/8/PPPP1PPP/RNB1KBNR b KQkq,  e4 e5   Qg4 Nf6   Qf5
Lasker Simul Special,A00,rnbqkbnr/ppppppp1/8/7p/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 h5
Latvian Gambit,C40,rnbqkbnr/pppp2pp/8/4pp2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 f5
Latvian Gambit Accepted,C40,rnbqkbnr/pppp2pp/8/4pP2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   exf5
"Latvian Gambit Accepted, Foltys-Leonhardt Variation",C40,rnb1kbnr/pppp2pp/5q2/5p2/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   Nxe5 Qf6   Nc4
"Latvian Gambit Accepted, Main Line",C40,rnb1kbnr/pppp2pp/5q2/4Np2/3PP3/8/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   Nxe5 Qf6   d4
Latvian Gambit: Clam Gambit,C40,r1bqkbnr/pppp2pp/2n5/4pP2/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   d3 f5   exf5
Latvian Gambit: Diepstraten Countergambit,C40,rnbqkbnr/pppp2pp/8/4pp2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   c4
Latvian Gambit: Fraser Defense,C40,r1bqkbnr/pppp2pp/2n5/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 f5   Nxe5 Nc6
Latvian Gambit: Greco Variation,C40,rnb1kbnr/ppppq1pp/8/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 f5   Nxe5 Qe7
Latvian Gambit: Lobster Gambit,C40,rnbqkbnr/pppp2pp/8/4pp2/4P1P1/5N2/PPPP1P1P/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   g4
Latvian Gambit: Mason Countergambit,C40,rnbqkbnr/pppp2pp/8/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 f5   d4
Latvian Gambit: Mayet Attack,C40,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 f5   Bc4
"Latvian Gambit: Mayet Attack, Morgado Defense",C40,rnbqkb1r/pppp2pp/5n2/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 f5   Bc4 Nf6
